1	2
2	1
3	3
4	1
5	3
6	4
7	4
8	3
9	2
10	4
11	2
12	4
13	1
14	4
15	4
16	4
17	1
18	1
19	1
20	3
21	2
22	3
23	4
24	3
25	4
26	4
27	2
28	4
29	4
30	1
31	3
32	1
33	2
34	1
35	3
36	3
37	3
38	3
39	4
40	1
41	2
42	2
43	2
44	1
45	4
46	4
47	2
48	1
49	2
50	1
51	1
52	1
53	4
54	2
55	2
56	2
57	2
58	3
59	3
60	3
61	2
62	2
63	4
64	1
65	2
66	4
67	3
68	4
69	3
70	3
71	4
72	2
73	3
74	3
75	4
76	4
77	2
78	1
79	1
80	1
81	2
82	3
83	3
84	3
85	2
86	2
87	2
88	4
89	2
90	3
91	2
92	4
93	3
94	1
95	4
96	2
97	1
98	1
99	2
100	4
101	2
102	2
103	3
104	2
105	3
106	3
107	1
108	1
109	3
110	3
111	4
112	1
113	1
114	2
115	4
116	4
117	1
118	3
119	1
120	4
121	4
122	4
123	1
124	1
125	1
126	3
127	3
128	1
