1	9
1	17
1	19
1	21
1	24
1	25
1	31
1	32
1	34
1	56
1	72
1	80
1	81
1	94
1	98
1	125
2	5
2	16
2	29
2	54
2	75
2	76
2	81
2	83
2	88
2	89
2	93
2	97
2	106
2	107
2	110
2	114
3	5
3	14
3	24
3	26
3	39
3	43
3	79
3	89
3	91
3	93
3	94
3	99
3	108
3	117
3	127
3	128
4	16
4	24
4	28
4	29
4	37
4	40
4	56
4	61
4	63
4	68
4	88
4	89
4	94
4	97
4	109
4	111
5	2
5	3
5	16
5	29
5	55
5	72
5	95
5	96
5	102
5	104
5	110
5	112
5	113
5	114
5	119
5	126
6	16
6	26
6	37
6	38
6	53
6	56
6	63
6	65
6	87
6	96
6	103
6	106
6	107
6	110
6	113
6	114
7	9
7	10
7	18
7	19
7	20
7	21
7	26
7	35
7	40
7	43
7	51
7	52
7	62
7	79
7	104
7	123
8	15
8	21
8	31
8	36
8	48
8	49
8	67
8	70
8	83
8	92
8	101
8	116
8	121
8	122
8	124
8	128
9	1
9	7
9	18
9	34
9	40
9	47
9	59
9	62
9	64
9	67
9	73
9	75
9	81
9	83
9	116
9	123
10	7
10	30
10	32
10	33
10	41
10	46
10	47
10	61
10	75
10	79
10	81
10	91
10	94
10	97
10	125
10	128
11	14
11	22
11	27
11	33
11	36
11	48
11	50
11	55
11	66
11	80
11	91
11	93
11	113
11	117
11	118
11	119
12	21
12	29
12	31
12	34
12	42
12	44
12	45
12	50
12	57
12	63
12	74
12	82
12	92
12	101
12	111
12	122
13	14
13	35
13	38
13	42
13	57
13	70
13	71
13	77
13	83
13	92
13	98
13	109
13	111
13	113
13	121
13	122
14	3
14	11
14	13
14	32
14	34
14	36
14	52
14	55
14	66
14	67
14	69
14	74
14	99
14	105
14	119
14	120
15	8
15	26
15	48
15	56
15	64
15	68
15	69
15	78
15	84
15	93
15	99
15	100
15	103
15	112
15	116
15	119
16	2
16	4
16	5
16	6
16	22
16	29
16	36
16	46
16	58
16	65
16	73
16	76
16	106
16	112
16	122
16	126
17	1
17	18
17	30
17	35
17	40
17	47
17	62
17	80
17	81
17	89
17	90
17	95
17	99
17	102
17	112
17	127
18	7
18	9
18	17
18	19
18	21
18	30
18	40
18	41
18	49
18	60
18	66
18	75
18	82
18	90
18	95
18	114
19	1
19	7
19	18
19	23
19	25
19	26
19	47
19	51
19	55
19	62
19	69
19	80
19	90
19	122
19	125
19	126
20	7
20	22
20	26
20	36
20	55
20	58
20	78
20	89
20	93
20	99
20	100
20	108
20	118
20	119
20	120
20	124
21	1
21	7
21	8
21	12
21	18
21	25
21	30
21	35
21	40
21	43
21	46
21	62
21	78
21	79
21	115
21	123
22	11
22	16
22	20
22	26
22	30
22	43
22	48
22	65
22	72
22	81
22	93
22	99
22	105
22	112
22	120
22	128
23	19
23	25
23	30
23	33
23	34
23	46
23	47
23	54
23	57
23	64
23	88
23	90
23	95
23	97
23	115
23	123
24	1
24	3
24	4
24	29
24	34
24	43
24	64
24	72
24	78
24	84
24	91
24	101
24	105
24	108
24	117
24	119
25	1
25	19
25	21
25	23
25	26
25	32
25	47
25	53
25	57
25	62
25	68
25	69
25	75
25	79
25	90
25	94
26	3
26	6
26	7
26	15
26	19
26	20
26	22
26	25
26	27
26	36
26	41
26	64
26	65
26	93
26	100
26	117
27	11
27	26
27	41
27	55
27	64
27	66
27	69
27	71
27	72
27	84
27	90
27	93
27	105
27	108
27	125
27	128
28	4
28	38
28	47
28	51
28	53
28	56
28	58
28	63
28	70
28	71
28	76
28	85
28	88
28	107
28	110
28	112
29	2
29	4
29	5
29	12
29	16
29	24
29	61
29	73
29	86
29	90
29	96
29	97
29	103
29	106
29	107
29	118
30	10
30	17
30	18
30	21
30	22
30	23
30	33
30	39
30	40
30	46
30	51
30	61
30	83
30	94
30	101
30	115
31	1
31	8
31	12
31	38
31	45
31	50
31	71
31	72
31	74
31	106
31	108
31	116
31	118
31	123
31	124
31	127
32	1
32	10
32	14
32	25
32	33
32	34
32	37
32	41
32	75
32	80
32	90
32	94
32	95
32	110
32	112
32	121
33	10
33	11
33	23
33	30
33	32
33	34
33	47
33	56
33	75
33	80
33	81
33	90
33	104
33	105
33	106
33	123
34	1
34	9
34	12
34	14
34	23
34	24
34	32
34	33
34	35
34	51
34	59
34	76
34	81
34	94
34	95
34	115
35	7
35	13
35	17
35	21
35	34
35	41
35	46
35	59
35	75
35	90
35	103
35	105
35	110
35	115
35	121
35	123
36	8
36	11
36	14
36	16
36	20
36	26
36	45
36	48
36	52
36	68
36	69
36	80
36	84
36	105
36	111
36	128
37	4
37	6
37	32
37	53
37	54
37	55
37	73
37	76
37	82
37	83
37	85
37	88
37	96
37	102
37	103
37	112
38	6
38	13
38	28
38	31
38	39
38	42
38	44
38	47
38	49
38	57
38	70
38	71
38	86
38	87
38	92
38	117
39	3
39	30
39	38
39	47
39	49
39	63
39	70
39	74
39	83
39	87
39	96
39	98
39	116
39	118
39	124
39	127
40	4
40	7
40	9
40	17
40	18
40	21
40	30
40	59
40	66
40	79
40	80
40	94
40	107
40	114
40	122
40	123
41	10
41	18
41	26
41	27
41	32
41	35
41	43
41	46
41	47
41	79
41	80
41	90
41	94
41	108
41	110
41	125
42	12
42	13
42	38
42	45
42	61
42	67
42	77
42	83
42	87
42	91
42	94
42	112
42	116
42	121
42	122
42	127
43	3
43	7
43	21
43	22
43	24
43	41
43	52
43	64
43	66
43	68
43	69
43	72
43	78
43	84
43	104
43	120
44	12
44	38
44	50
44	52
44	60
44	67
44	71
44	82
44	86
44	92
44	101
44	107
44	108
44	109
44	114
44	128
45	12
45	31
45	36
45	42
45	49
45	50
45	52
45	57
45	59
45	60
45	61
45	67
45	71
45	74
45	109
45	124
46	10
46	16
46	21
46	23
46	30
46	35
46	41
46	49
46	51
46	53
46	73
46	75
46	94
46	115
46	125
46	126
47	9
47	10
47	17
47	19
47	23
47	25
47	28
47	33
47	38
47	39
47	41
47	62
47	79
47	98
47	99
47	123
48	8
48	11
48	15
48	22
48	36
48	50
48	64
48	68
48	72
48	77
48	91
48	99
48	100
48	101
48	107
48	108
49	8
49	18
49	38
49	39
49	45
49	46
49	50
49	53
49	57
49	86
49	87
49	91
49	98
49	116
49	124
49	125
50	11
50	12
50	31
50	44
50	45
50	48
50	49
50	77
50	82
50	84
50	86
50	87
50	105
50	116
50	118
50	121
51	7
51	19
51	28
51	30
51	34
51	46
51	59
51	74
51	75
51	79
51	82
51	90
51	96
51	115
51	120
51	125
52	7
52	14
52	36
52	43
52	44
52	45
52	59
52	60
52	64
52	65
52	68
52	91
52	105
52	108
52	117
52	119
53	6
53	25
53	28
53	37
53	46
53	49
53	56
53	61
53	63
53	76
53	86
53	88
53	111
53	112
53	113
53	127
54	2
54	23
54	37
54	61
54	70
54	73
54	79
54	84
54	88
54	89
54	97
54	98
54	102
54	103
54	106
54	126
55	5
55	11
55	14
55	19
55	20
55	27
55	37
55	65
55	67
55	69
55	99
55	105
55	108
55	110
55	117
55	119
56	1
56	4
56	6
56	15
56	28
56	33
56	53
56	58
56	87
56	90
56	97
56	102
56	104
56	110
56	113
56	114
57	12
57	13
57	23
57	25
57	38
57	45
57	49
57	60
57	62
57	67
57	77
57	85
57	86
57	87
57	96
57	98
58	16
58	20
58	28
58	56
58	63
58	88
58	93
58	96
58	104
58	107
58	109
58	111
58	113
58	114
58	117
58	123
59	9
59	34
59	35
59	40
59	45
59	51
59	52
59	62
59	75
59	78
59	80
59	94
59	95
59	103
59	125
59	126
60	18
60	44
60	45
60	52
60	57
60	65
60	66
60	70
60	82
60	86
60	98
60	101
60	106
60	109
60	121
60	122
61	4
61	10
61	29
61	30
61	42
61	45
61	53
61	54
61	74
61	85
61	88
61	89
61	103
61	104
61	110
61	112
62	7
62	9
62	17
62	19
62	21
62	25
62	47
62	57
62	59
62	75
62	82
62	88
62	95
62	109
62	120
62	123
63	4
63	6
63	12
63	28
63	39
63	53
63	58
63	88
63	102
63	104
63	107
63	112
63	113
63	123
63	124
63	126
64	9
64	15
64	23
64	24
64	26
64	27
64	43
64	48
64	52
64	73
64	78
64	84
64	101
64	117
64	122
64	128
65	6
65	16
65	22
65	26
65	52
65	55
65	60
65	68
65	91
65	93
65	97
65	100
65	117
65	120
65	125
65	128
66	11
66	14
66	18
66	27
66	40
66	43
66	60
66	68
66	78
66	84
66	93
66	100
66	115
66	119
66	120
66	128
67	8
67	9
67	14
67	42
67	44
67	45
67	55
67	57
67	86
67	92
67	105
67	109
67	111
67	116
67	121
67	127
68	4
68	15
68	25
68	36
68	43
68	48
68	52
68	65
68	66
68	70
68	78
68	93
68	96
68	97
68	99
68	105
69	14
69	15
69	19
69	25
69	27
69	36
69	43
69	55
69	71
69	72
69	76
69	78
69	84
69	87
69	91
69	108
70	8
70	13
70	28
70	38
70	39
70	54
70	60
70	68
70	71
70	75
70	80
70	83
70	92
70	98
70	122
70	124
71	13
71	27
71	28
71	31
71	38
71	44
71	45
71	69
71	70
71	73
71	77
71	88
71	98
71	101
71	109
71	121
72	1
72	5
72	22
72	24
72	27
72	31
72	43
72	48
72	69
72	75
72	78
72	91
72	95
72	100
72	105
72	120
73	9
73	16
73	29
73	37
73	46
73	54
73	64
73	71
73	89
73	96
73	103
73	104
73	106
73	114
73	119
73	126
74	12
74	14
74	31
74	39
74	45
74	51
74	61
74	85
74	86
74	87
74	92
74	98
74	101
74	109
74	116
74	122
75	2
75	9
75	10
75	18
75	25
75	32
75	33
75	35
75	46
75	51
75	59
75	62
75	70
75	72
75	79
75	98
76	2
76	16
76	28
76	34
76	37
76	53
76	69
76	78
76	85
76	89
76	92
76	97
76	102
76	110
76	113
76	114
77	13
77	42
77	48
77	50
77	57
77	71
77	82
77	87
77	94
77	102
77	104
77	106
77	109
77	118
77	124
77	127
78	15
78	20
78	21
78	24
78	43
78	59
78	64
78	66
78	68
78	69
78	72
78	76
78	117
78	119
78	120
78	126
79	3
79	7
79	10
79	21
79	25
79	40
79	41
79	47
79	51
79	54
79	75
79	81
79	82
79	94
79	101
79	115
80	1
80	11
80	17
80	19
80	32
80	33
80	36
80	40
80	41
80	59
80	70
80	81
80	86
80	105
80	123
80	125
81	1
81	2
81	9
81	10
81	17
81	22
81	33
81	34
81	79
81	80
81	86
81	90
81	99
81	107
81	115
81	125
82	12
82	18
82	37
82	44
82	50
82	51
82	60
82	62
82	77
82	79
82	86
82	98
82	101
82	116
82	118
82	127
83	2
83	8
83	9
83	13
83	30
83	37
83	39
83	42
83	70
83	87
83	92
83	109
83	118
83	121
83	122
83	123
84	15
84	24
84	27
84	36
84	43
84	50
84	54
84	64
84	66
84	69
84	91
84	100
84	105
84	115
84	119
84	124
85	28
85	37
85	57
85	61
85	74
85	76
85	89
85	103
85	106
85	108
85	111
85	112
85	114
85	116
85	124
85	126
86	29
86	38
86	44
86	49
86	50
86	53
86	57
86	60
86	67
86	74
86	80
86	81
86	82
86	87
86	102
86	127
87	6
87	38
87	39
87	42
87	49
87	50
87	56
87	57
87	69
87	74
87	77
87	83
87	86
87	92
87	102
87	103
88	2
88	4
88	23
88	28
88	37
88	53
88	54
88	58
88	61
88	62
88	63
88	71
88	92
88	113
88	117
88	126
89	2
89	3
89	4
89	17
89	20
89	54
89	61
89	73
89	76
89	85
89	96
89	100
89	106
89	114
89	117
89	126
90	17
90	18
90	19
90	23
90	25
90	27
90	29
90	32
90	33
90	35
90	41
90	51
90	56
90	81
90	118
90	119
91	3
91	10
91	11
91	24
91	42
91	48
91	49
91	52
91	65
91	69
91	72
91	84
91	93
91	100
91	115
91	120
92	8
92	12
92	13
92	38
92	44
92	67
92	70
92	74
92	76
92	83
92	87
92	88
92	117
92	118
92	120
92	121
93	2
93	3
93	11
93	15
93	20
93	22
93	26
93	27
93	58
93	65
93	66
93	68
93	91
93	103
93	117
93	125
94	1
94	3
94	4
94	10
94	25
94	30
94	32
94	34
94	40
94	41
94	42
94	46
94	59
94	77
94	79
94	95
95	5
95	17
95	18
95	23
95	32
95	34
95	59
95	62
95	72
95	94
95	104
95	107
95	111
95	115
95	123
95	125
96	5
96	6
96	29
96	37
96	39
96	51
96	57
96	58
96	68
96	73
96	89
96	104
96	110
96	111
96	112
96	113
97	2
97	4
97	10
97	23
97	29
97	54
97	56
97	65
97	68
97	76
97	102
97	103
97	111
97	113
97	119
97	126
98	1
98	13
98	39
98	47
98	49
98	54
98	57
98	60
98	70
98	71
98	74
98	75
98	82
98	101
98	116
98	128
99	3
99	14
99	15
99	17
99	20
99	22
99	47
99	48
99	55
99	68
99	81
99	100
99	116
99	117
99	127
99	128
100	15
100	20
100	26
100	48
100	65
100	66
100	72
100	84
100	89
100	91
100	99
100	106
100	108
100	120
100	121
100	125
101	8
101	12
101	24
101	30
101	44
101	48
101	60
101	64
101	71
101	74
101	79
101	82
101	98
101	109
101	124
101	127
102	5
102	17
102	37
102	54
102	56
102	63
102	76
102	77
102	86
102	87
102	97
102	103
102	110
102	111
102	112
102	119
103	6
103	15
103	29
103	35
103	37
103	54
103	59
103	61
103	73
103	85
103	87
103	93
103	97
103	102
103	106
103	126
104	5
104	7
104	33
104	43
104	56
104	58
104	61
104	63
104	73
104	77
104	95
104	96
104	106
104	107
104	110
104	111
105	14
105	22
105	24
105	27
105	33
105	35
105	36
105	50
105	52
105	55
105	67
105	68
105	72
105	80
105	84
105	108
106	2
106	6
106	16
106	29
106	31
106	33
106	54
106	60
106	73
106	77
106	85
106	89
106	100
106	103
106	104
106	111
107	2
107	6
107	28
107	29
107	40
107	44
107	48
107	58
107	63
107	81
107	95
107	104
107	111
107	112
107	114
107	126
108	3
108	20
108	24
108	27
108	31
108	41
108	44
108	48
108	52
108	55
108	69
108	85
108	100
108	105
108	114
108	128
109	4
109	13
109	44
109	45
109	58
109	60
109	62
109	67
109	71
109	74
109	77
109	83
109	101
109	118
109	120
109	124
110	2
110	5
110	6
110	28
110	32
110	35
110	41
110	55
110	56
110	61
110	76
110	96
110	102
110	104
110	113
110	121
111	4
111	12
111	13
111	36
111	53
111	58
111	67
111	85
111	95
111	96
111	97
111	102
111	104
111	106
111	107
111	114
112	5
112	15
112	16
112	17
112	22
112	28
112	32
112	37
112	42
112	53
112	61
112	63
112	85
112	96
112	102
112	107
113	5
113	6
113	11
113	13
113	53
113	56
113	58
113	63
113	76
113	88
113	96
113	97
113	110
113	118
113	122
113	123
114	2
114	5
